epoch,loss,iou,pd,fa
151,0.787539,0.619915,0.918367,1.032e-05
152,0.774728,0.617897,0.918367,1.199e-05
153,0.782945,0.61743,0.901361,6.45e-06
154,0.758528,0.610436,0.928571,1.442e-05
155,0.780213,0.600581,0.92517,1.533e-05
156,0.767655,0.602958,0.918367,1.351e-05
157,0.734898,0.619285,0.92517,1.063e-05
158,0.739353,0.624455,0.901361,1.685e-05
159,0.778845,0.614904,0.911565,1.048e-05
160,0.776057,0.62298,0.935374,1.943e-05
161,0.767016,0.622277,0.921769,1.313e-05
162,0.762164,0.621011,0.931973,1.283e-05
163,0.780291,0.610008,0.935374,3.31e-05
164,0.784983,0.630957,0.938776,3.325e-05
165,0.746889,0.6153,0.914966,1.374e-05
166,0.753008,0.61929,0.914966,1.025e-05
167,0.772344,0.617891,0.931973,2.513e-05
168,0.764548,0.609183,0.928571,2.239e-05
169,0.756405,0.605342,0.884354,4.48e-06
170,0.767742,0.618762,0.921769,1.685e-05
171,0.789558,0.610538,0.92517,2.406e-05
172,0.767205,0.604296,0.928571,1.799e-05
173,0.774969,0.598091,0.914966,1.655e-05
174,0.756304,0.597054,0.908163,1.67e-05
175,0.746257,0.599111,0.928571,3.538e-05
176,0.769816,0.600666,0.918367,1.321e-05
177,0.797964,0.583423,0.928571,2.27e-05
178,0.788036,0.60617,0.914966,1.298e-05
179,0.740845,0.616814,0.92517,7.74e-06
180,0.787605,0.610476,0.92517,1.883e-05
181,0.754054,0.612486,0.911565,1.063e-05
182,0.752195,0.618836,0.914966,1.245e-05
183,0.746286,0.619582,0.92517,1.344e-05
184,0.761778,0.61815,0.914966,2.05e-05
185,0.738583,0.619314,0.918367,1.23e-05
186,0.773486,0.620565,0.938776,3.621e-05
187,0.750083,0.605486,0.908163,9.26e-06
188,0.748845,0.616621,0.918367,1.549e-05
189,0.759221,0.622596,0.908163,1.154e-05
190,0.772985,0.625355,0.92517,2.141e-05
191,0.770893,0.616939,0.908163,9.41e-06
192,0.741561,0.618996,0.908163,2.262e-05
193,0.762655,0.6099,0.938776,2.665e-05
194,0.772804,0.626291,0.928571,1.822e-05
195,0.734007,0.621927,0.921769,2.08e-05
196,0.753448,0.601978,0.921769,1.807e-05
197,0.739547,0.611492,0.918367,1.374e-05
198,0.757516,0.613435,0.928571,2.725e-05
199,0.757291,0.596476,0.931973,1.905e-05
